Datetime,Open,High,Low,Close,Adj Close,Volume
2022-06-16 09:30:00-04:00,668.2100219726562,672.530029296875,667.2999877929688,672.1013793945312,672.1013793945312,1555450
2022-06-16 09:31:00-04:00,672.0,675.5,671.010009765625,671.2849731445312,671.2849731445312,245454
2022-06-16 09:32:00-04:00,671.2849731445312,673.030029296875,668.5900268554688,670.219970703125,670.219970703125,188996
2022-06-16 09:33:00-04:00,670.7100219726562,670.7100219726562,665.1199951171875,665.5399780273438,665.5399780273438,202075
2022-06-16 09:34:00-04:00,665.5399780273438,667.159912109375,664.4000244140625,665.0999755859375,665.0999755859375,198130
2022-06-16 09:35:00-04:00,665.0,669.85498046875,663.7899780273438,668.969970703125,668.969970703125,187830
2022-06-16 09:36:00-04:00,668.77001953125,673.6900024414062,667.8800048828125,671.2401123046875,671.2401123046875,209476
2022-06-16 09:37:00-04:00,671.239990234375,673.0,668.8200073242188,669.3900146484375,669.3900146484375,137058
2022-06-16 09:38:00-04:00,669.3900146484375,669.435302734375,665.3579711914062,666.0723266601562,666.0723266601562,149591
2022-06-16 09:39:00-04:00,665.8406982421875,670.0,662.7100219726562,669.3988037109375,669.3988037109375,255054
2022-06-16 09:40:00-04:00,669.3800048828125,672.5,668.5499877929688,668.9199829101562,668.9199829101562,192931
2022-06-16 09:41:00-04:00,668.8800048828125,670.77001953125,667.5499877929688,669.0399780273438,669.0399780273438,123155
2022-06-16 09:42:00-04:00,668.9100952148438,673.7100219726562,668.760009765625,670.257080078125,670.257080078125,218835
2022-06-16 09:43:00-04:00,670.2949829101562,671.6702270507812,667.5900268554688,667.5900268554688,667.5900268554688,181281
2022-06-16 09:44:00-04:00,667.530029296875,669.9299926757812,666.030029296875,669.4799194335938,669.4799194335938,130837
2022-06-16 09:45:00-04:00,669.2750244140625,672.5800170898438,668.510009765625,669.7550048828125,669.7550048828125,158620
2022-06-16 09:46:00-04:00,670.0,671.7000122070312,666.0599975585938,671.2619018554688,671.2619018554688,205059
2022-06-16 09:47:00-04:00,670.9249877929688,672.72998046875,668.5028076171875,668.5399780273438,668.5399780273438,146467
2022-06-16 09:48:00-04:00,668.7449951171875,671.2000122070312,667.760009765625,669.0,669.0,132207
2022-06-16 09:49:00-04:00,669.439208984375,669.9998779296875,665.0800170898438,665.330078125,665.330078125,220300
2022-06-16 09:50:00-04:00,665.3699951171875,665.7100219726562,661.25,661.739990234375,661.739990234375,261703
2022-06-16 09:51:00-04:00,661.9099731445312,662.0,658.9000244140625,659.1599731445312,659.1599731445312,277850
2022-06-16 09:52:00-04:00,659.3699951171875,661.2750244140625,658.8800048828125,660.2899780273438,660.2899780273438,132672
2022-06-16 09:53:00-04:00,660.1300048828125,660.6099853515625,658.3499755859375,658.7249755859375,658.7249755859375,122097
2022-06-16 09:54:00-04:00,658.6699829101562,659.9403076171875,658.3099975585938,659.0100708007812,659.0100708007812,120056
2022-06-16 09:55:00-04:00,659.0900268554688,661.72998046875,657.4600219726562,657.530029296875,657.530029296875,177586
2022-06-16 09:56:00-04:00,657.47998046875,658.576171875,656.2999877929688,656.2999877929688,656.2999877929688,124669
2022-06-16 09:57:00-04:00,656.3900146484375,660.6099853515625,656.1599731445312,660.3200073242188,660.3200073242188,140613
2022-06-16 09:58:00-04:00,660.3800048828125,661.8900146484375,659.7999877929688,660.969970703125,660.969970703125,136499
2022-06-16 09:59:00-04:00,660.72998046875,660.9398803710938,657.5501098632812,657.844970703125,657.844970703125,119224
2022-06-16 10:00:00-04:00,657.5322875976562,657.6099853515625,655.2899780273438,655.7999267578125,655.7999267578125,157831
2022-06-16 10:01:00-04:00,655.510009765625,657.030029296875,655.0499877929688,657.030029296875,657.030029296875,133106
2022-06-16 10:02:00-04:00,657.010009765625,657.9199829101562,656.0,657.094970703125,657.094970703125,100307
