Datetime,Open,High,Low,Close,Adj Close,Volume
2022-06-21 09:30:00-04:00,133.75,133.7899932861328,133.58999633789062,133.60499572753906,133.60499572753906,4575306
2022-06-21 09:31:00-04:00,133.69000244140625,133.9199981689453,133.4499969482422,133.74000549316406,133.74000549316406,573932
2022-06-21 09:32:00-04:00,133.7550048828125,134.13900756835938,133.7104034423828,134.0500030517578,134.0500030517578,600562
2022-06-21 09:33:00-04:00,134.05999755859375,134.6999969482422,134.05999755859375,134.58880615234375,134.58880615234375,820451
2022-06-21 09:34:00-04:00,134.5800018310547,135.139892578125,134.5800018310547,135.05499267578125,135.05499267578125,812349
2022-06-21 09:35:00-04:00,135.0500030517578,135.72999572753906,135.0399932861328,135.63729858398438,135.63729858398438,882641
2022-06-21 09:36:00-04:00,135.6300048828125,135.89999389648438,135.5800018310547,135.78030395507812,135.78030395507812,687869
2022-06-21 09:37:00-04:00,135.77999877929688,135.85000610351562,135.60000610351562,135.75,135.75,517314
2022-06-21 09:38:00-04:00,135.7449951171875,136.0800018310547,135.74000549316406,135.9698944091797,135.9698944091797,807294
2022-06-21 09:39:00-04:00,135.96620178222656,136.00999450683594,135.77999877929688,135.97999572753906,135.97999572753906,594837
2022-06-21 09:40:00-04:00,135.97999572753906,136.27999877929688,135.80999755859375,135.9199981689453,135.9199981689453,615377
2022-06-21 09:41:00-04:00,135.9199981689453,136.07000732421875,135.75,135.97000122070312,135.97000122070312,366926
2022-06-21 09:42:00-04:00,135.97000122070312,136.25,135.8800048828125,136.07000732421875,136.07000732421875,462338
2022-06-21 09:43:00-04:00,136.0800018310547,136.0800018310547,135.8000030517578,135.92999267578125,135.92999267578125,477429
2022-06-21 09:44:00-04:00,135.94500732421875,136.02000427246094,135.86000061035156,135.88999938964844,135.88999938964844,348844
2022-06-21 09:45:00-04:00,135.89500427246094,135.97999572753906,135.50999450683594,135.5601043701172,135.5601043701172,575979
2022-06-21 09:46:00-04:00,135.58999633789062,135.86839294433594,135.53500366210938,135.5399932861328,135.5399932861328,303577
2022-06-21 09:47:00-04:00,135.5500030517578,135.94000244140625,135.52999877929688,135.89999389648438,135.89999389648438,311701
2022-06-21 09:48:00-04:00,135.92999267578125,135.94000244140625,135.62010192871094,135.77499389648438,135.77499389648438,289996
2022-06-21 09:49:00-04:00,135.76499938964844,135.81500244140625,135.64999389648438,135.8105010986328,135.8105010986328,274174
2022-06-21 09:50:00-04:00,135.82000732421875,135.94000244140625,135.6199951171875,135.69000244140625,135.69000244140625,357215
2022-06-21 09:51:00-04:00,135.67999267578125,135.9499969482422,135.66000366210938,135.87869262695312,135.87869262695312,227966
2022-06-21 09:52:00-04:00,135.8699951171875,136.13999938964844,135.8699951171875,136.0749969482422,136.0749969482422,426974
2022-06-21 09:53:00-04:00,136.0800018310547,136.10000610351562,135.8509979248047,135.9199981689453,135.9199981689453,255905
2022-06-21 09:54:00-04:00,135.91000366210938,136.0800018310547,135.86000061035156,135.99000549316406,135.99000549316406,204837
2022-06-21 09:55:00-04:00,135.97000122070312,135.99000549316406,135.77000427246094,135.85980224609375,135.85980224609375,301860
2022-06-21 09:56:00-04:00,135.86000061035156,135.86000061035156,135.55999755859375,135.75,135.75,394032
2022-06-21 09:57:00-04:00,135.73500061035156,135.89999389648438,135.72999572753906,135.7991943359375,135.7991943359375,245744
2022-06-21 09:58:00-04:00,135.7949981689453,136.139892578125,135.72999572753906,136.1300048828125,136.1300048828125,331068
2022-06-21 09:59:00-04:00,136.1300048828125,136.4600067138672,136.12010192871094,136.33999633789062,136.33999633789062,710394
2022-06-21 10:00:00-04:00,136.35000610351562,136.4799041748047,136.3000030517578,136.35009765625,136.35009765625,760010
2022-06-21 10:01:00-04:00,136.36000061035156,136.41000366210938,136.12469482421875,136.125,136.125,272773
2022-06-21 10:02:00-04:00,136.1405029296875,136.3300018310547,136.1199951171875,136.13999938964844,136.13999938964844,231868
2022-06-21 10:03:00-04:00,136.1199951171875,136.4600067138672,136.07009887695312,136.38499450683594,136.38499450683594,258706
2022-06-21 10:04:00-04:00,136.38499450683594,136.52000427246094,136.35000610351562,136.5050048828125,136.5050048828125,393128
2022-06-21 10:05:00-04:00,136.50999450683594,136.52000427246094,136.0688934326172,136.0688934326172,136.0688934326172,329331
2022-06-21 10:06:00-04:00,136.05999755859375,136.2100067138672,136.0399932861328,136.197998046875,136.197998046875,212671
2022-06-21 10:07:00-04:00,136.1999969482422,136.25,136.11000061035156,136.1699981689453,136.1699981689453,200361
2022-06-21 10:08:00-04:00,136.16000366210938,136.1699981689453,135.9199981689453,136.00999450683594,136.00999450683594,216431
2022-06-21 10:09:00-04:00,136.00999450683594,136.09500122070312,135.8699951171875,136.0,136.0,196343
2022-06-21 10:10:00-04:00,136.0,136.02000427246094,135.7899932861328,135.85000610351562,135.85000610351562,228696
2022-06-21 10:11:00-04:00,135.85000610351562,136.11000061035156,135.85000610351562,136.02999877929688,136.02999877929688,210678
2022-06-21 10:12:00-04:00,136.03500366210938,136.25669860839844,136.0207061767578,136.25,136.25,279057
2022-06-21 10:13:00-04:00,136.25999450683594,136.5,136.2550048828125,136.3300018310547,136.3300018310547,350899
2022-06-21 10:14:00-04:00,136.33999633789062,136.4199981689453,136.25999450683594,136.27780151367188,136.27780151367188,141102
2022-06-21 10:15:00-04:00,136.2899932861328,136.33999633789062,136.13999938964844,136.25999450683594,136.25999450683594,187156
2022-06-21 10:16:00-04:00,136.25,136.2760009765625,136.16000366210938,136.25,136.25,168443
2022-06-21 10:17:00-04:00,136.25,136.47000122070312,136.25,136.42999267578125,136.42999267578125,189363
2022-06-21 10:18:00-04:00,136.4199981689453,136.51499938964844,136.33999633789062,136.4949951171875,136.4949951171875,239027
2022-06-21 10:19:00-04:00,136.5,136.64999389648438,136.27999877929688,136.33999633789062,136.33999633789062,275761
2022-06-21 10:20:00-04:00,136.35000610351562,136.67999267578125,136.25999450683594,136.67599487304688,136.67599487304688,299569
2022-06-21 10:21:00-04:00,136.69000244140625,136.8000030517578,136.531494140625,136.68499755859375,136.68499755859375,288006
2022-06-21 10:22:00-04:00,136.6999053955078,136.77000427246094,136.6699981689453,136.69000244140625,136.69000244140625,186087
2022-06-21 10:23:00-04:00,136.6999969482422,136.7050018310547,136.52999877929688,136.6999969482422,136.6999969482422,267520
2022-06-21 10:24:00-04:00,136.7100067138672,136.72999572753906,136.5800018310547,136.5800018310547,136.5800018310547,117590
2022-06-21 10:25:00-04:00,136.57090759277344,136.6649932861328,136.4499969482422,136.47999572753906,136.47999572753906,218117
2022-06-21 10:26:00-04:00,136.49000549316406,136.49000549316406,136.3596954345703,136.42799377441406,136.42799377441406,154567
2022-06-21 10:27:00-04:00,136.43499755859375,136.4499969482422,136.30999755859375,136.38499450683594,136.38499450683594,148766
2022-06-21 10:28:00-04:00,136.3831024169922,136.3946990966797,136.22999572753906,136.2801971435547,136.2801971435547,177910
2022-06-21 10:29:00-04:00,136.27999877929688,136.44000244140625,136.27349853515625,136.34530639648438,136.34530639648438,170755
2022-06-21 10:30:00-04:00,136.34500122070312,136.52000427246094,136.27999877929688,136.47999572753906,136.47999572753906,180625
2022-06-21 10:31:00-04:00,136.47000122070312,136.51300048828125,136.37010192871094,136.44000244140625,136.44000244140625,140995
2022-06-21 10:32:00-04:00,136.4499969482422,136.67999267578125,136.4499969482422,136.64500427246094,136.64500427246094,162016
2022-06-21 10:33:00-04:00,136.64999389648438,136.75,136.57000732421875,136.6699981689453,136.6699981689453,211254
2022-06-21 10:34:00-04:00,136.67129516601562,136.67909240722656,136.4071044921875,136.52999877929688,136.52999877929688,170116
2022-06-21 10:35:00-04:00,136.52999877929688,136.5399932861328,136.3699951171875,136.51010131835938,136.51010131835938,129872
2022-06-21 10:36:00-04:00,136.50999450683594,136.50999450683594,136.35000610351562,136.42999267578125,136.42999267578125,115732
2022-06-21 10:37:00-04:00,136.4300994873047,136.57000732421875,136.36500549316406,136.53509521484375,136.53509521484375,120436
2022-06-21 10:38:00-04:00,136.5399932861328,136.55999755859375,136.4499969482422,136.51010131835938,136.51010131835938,132703
2022-06-21 10:39:00-04:00,136.51100158691406,136.60000610351562,136.4499969482422,136.53500366210938,136.53500366210938,110845
2022-06-21 10:40:00-04:00,136.5399932861328,136.66000366210938,136.52000427246094,136.6501007080078,136.6501007080078,168069
2022-06-21 10:41:00-04:00,136.65499877929688,136.72000122070312,136.60000610351562,136.72000122070312,136.72000122070312,181528
2022-06-21 10:42:00-04:00,136.72999572753906,136.75999450683594,136.66000366210938,136.7357940673828,136.7357940673828,213400
2022-06-21 10:43:00-04:00,136.7303009033203,136.75,136.5800018310547,136.61990356445312,136.61990356445312,136718
2022-06-21 10:44:00-04:00,136.6199951171875,136.6199951171875,136.47999572753906,136.48959350585938,136.48959350585938,165913
2022-06-21 10:45:00-04:00,136.49000549316406,136.5998992919922,136.42999267578125,136.58999633789062,136.58999633789062,149180
2022-06-21 10:46:00-04:00,136.59500122070312,136.75999450683594,136.5850067138672,136.6300048828125,136.6300048828125,179215
2022-06-21 10:47:00-04:00,136.639892578125,136.74000549316406,136.55999755859375,136.7071075439453,136.7071075439453,130694
2022-06-21 10:48:00-04:00,136.7050018310547,136.77999877929688,136.64999389648438,136.77439880371094,136.77439880371094,184132
2022-06-21 10:49:00-04:00,136.75999450683594,136.77999877929688,136.5800018310547,136.64999389648438,136.64999389648438,178548
2022-06-21 10:50:00-04:00,136.64999389648438,136.6699981689453,136.61500549316406,136.6699981689453,136.6699981689453,101944
2022-06-21 10:51:00-04:00,136.66909790039062,136.67999267578125,136.57000732421875,136.58999633789062,136.58999633789062,141821
2022-06-21 10:52:00-04:00,136.58880615234375,136.89999389648438,136.57000732421875,136.875,136.875,300758
2022-06-21 10:53:00-04:00,136.8699951171875,136.8699951171875,136.58999633789062,136.69000244140625,136.69000244140625,207809
2022-06-21 10:54:00-04:00,136.66000366210938,136.6699981689453,136.5500946044922,136.60499572753906,136.60499572753906,170873
